split,path,label,class_name
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10006.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10007.jpg,1,Dog
val,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10008.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10009.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.1001.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10010.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10011.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10012.jpg,1,Dog
val,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10013.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10014.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10015.jpg,1,Dog
test,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10016.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10017.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10018.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10019.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.1002.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10020.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10021.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10022.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10023.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10024.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10025.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10026.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10027.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10028.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10029.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.1003.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10030.jpg,1,Dog
val,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10031.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10032.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10033.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10034.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10035.jpg,1,Dog
test,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10036.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10037.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10038.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10039.jpg,1,Dog
test,doc/dogs-vs-cats-redux-kernels-edition/train/dog.1004.jpg,1,Dog
test,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10040.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10041.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10042.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10043.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10044.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10045.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10046.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10047.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10048.jpg,1,Dog
test,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10049.jpg,1,Dog
val,doc/dogs-vs-cats-redux-kernels-edition/train/dog.1005.jpg,1,Dog
val,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10050.jpg,1,Dog
val,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10051.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10052.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10053.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10054.jpg,1,Dog
val,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10055.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10056.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10057.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10058.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10059.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.1006.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10060.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10061.jpg,1,Dog
test,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10062.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10063.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10064.jpg,1,Dog
test,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10065.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10066.jpg,1,Dog
test,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10067.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10068.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10069.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.1007.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10070.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10071.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10072.jpg,1,Dog
val,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10073.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10074.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10075.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10076.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10077.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10078.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10079.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.1008.jpg,1,Dog
test,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10080.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10081.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10082.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10083.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10084.jpg,1,Dog
train,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10085.jpg,1,Dog
val,doc/dogs-vs-cats-redux-kernels-edition/train/dog.10086.jpg,1,Dog
